merchant,description,category
MEDICAL CENTER $1408.67 Diabetic supplies,,Healthcare
APPLE STORE PURCHASE $83.53 Holiday gift,,Shopping
Texas Roadhouse,Ramen,Food & Drink
LOWES #2188 $2163.00,,Housing
RECURRING PAYMENT HOA Dues,,Bills & Utilities
NETFLIX.COM $72.35 Streaming subscription,,Entertainment
Consulting Fee,оплата,Income
CARD 3162 PURCHASE Tim Hortons Sushi,,Food & Drink
Cleaning Service,修理,Housing
HOSPITAL BILL $277.19 Medical,,Healthcare
MEDICAL CENTER $1458.36,,Healthcare
DEBIT CARD PURCHASE Subway,,Food & Drink
Amazon Music,Live show,Entertainment
Del Taco,Family meal,Food & Drink
UNIVERSITY TUITION $393.76 Voice lesson,,Education
Cable Bill,Fiber,Bills & Utilities
LIVE NATION $32.44,,Entertainment
Domino's,,Food & Drink
PURCHASE AUTHORIZED Greggs $38.05 Drive-through,,Food & Drink
Puma,쇼핑,Shopping
LensCrafters,Therapy,Healthcare
BOOK STORE $1372.61,,Education
Craigslist Housing,Furniture,Housing
Berlitz,Voice lesson,Education
DIRECT DEBIT CenturyLink $292.32,,Bills & Utilities
CHEGG STUDY $1216.02 Learning,,Education
Amusement Park,संगीत,Entertainment
Stock Sale,Gift card redemption,Income
Health Center,Imaging,Healthcare
Apple Music,映画,Entertainment
Sprint,Security system,Bills & Utilities
XBOX LIVE $81.26 Film,,Entertainment
American Home Shield,Contractor,Housing
Cash App,Donation received,Income
IRCTC,Tire rotation,Transport
License Fee,Advisory,Income
MORTGAGE PAYMENT $2427.66 HOA fee,,Housing
Peacock,,Entertainment
Poker Night,Streaming subscription,Entertainment
Angi,logement,Housing
STATE TREASURY REFUND Rebate check,,Income
LeetCode,Yoga class,Education
METRO TRANSIT $508.34,,Transport
Rental Car,One way,Transport
COMCAST CABLE $257.35 Service fee,,Bills & Utilities
Childcare,Laundry,Other
Sephora,ropa,Shopping
SoundCloud,стриминг,Entertainment
GOVERNMENT PAYMENT $98.22,,Other
Cracker Barrel SUBSCRIPTION RENEWAL Bowl,,Food & Drink
Wine Shop,Juice,Food & Drink
BP Pulse,燃料,Transport
METRO TRANSIT $717.93,,Transport
Sweetgreen,restaurant,Food & Drink
Kaiser Permanente,Doctor visit,Healthcare
Lease,Security,Housing
Court Payment,счета,Bills & Utilities
UNIVERSITY TUITION $1100.52,,Education
METRO TRANSIT $266.13,,Transport
Qdoba SUBSCRIPTION RENEWAL,,Food & Drink
Michaels,,Shopping
DIRECT DEBIT Phone Bill $328.50,,Bills & Utilities
Spirit,,Transport
Locksmith,Electrician,Housing
AUTOPAY VERIZON WIRELESS $317.32 Software subscription,,Bills & Utilities
HOA Payment,Landscaping,Housing
Venmo,Sublease,Income
Ambulance,Filling,Healthcare
Alliance Française,Certificate program,Education
Burger King,,Food & Drink
UDEMY COURSE $1820.01,,Education
WooCommerce,Commission,Income
SHELL OIL PHOENIX #1853,,Transport
Home Insurance,Family plan,Bills & Utilities
LOWES #4166 $2018.10,,Housing
Orkin,Hotel,Housing
Plumber,,Housing
Fry's Electronics,ショッピング,Shopping
Massage,,Entertainment
UBER *TRIP $536.24,,Transport
GOVERNMENT PAYMENT $54.60 Dry cleaning,,Other
Life Insurance,Finance charge,Bills & Utilities
QUEST DIAGNOSTICS $1062.63,,Healthcare
Craigslist Housing,बंधक,Housing
GEICO PAYMENT $332.67,,Bills & Utilities
POS PURCHASE IHOP DUBAI Late night snack,,Food & Drink
BEST BUY #2447 PARIS,,Shopping
Treehouse,Spanish class,Education
PARKING DUBAI $76.14 Detailing,,Transport
Facebook Marketplace Housing,수리,Housing
Grocery Store,Breakfast,Food & Drink
Lufthansa,Car rental,Transport
Property Tax,ローン,Housing
Laundromat,Unit rental,Other
Grubhub Order,Tea,Food & Drink
RENT PAYMENT $2479.10,,Housing
Azure Certification,Tuition,Education
Thrifty,Parking daily,Transport
Facebook Marketplace Housing,Appliance,Housing
UPS SHIPPING $124.89 Gift card purchase,,Other
UDEMY COURSE $784.88,,Education
Babbel,música,Entertainment
Safeway,Salad,Food & Drink
KAISER PERMANENTE $1125.13,,Healthcare
USPS POSTAGE $108.71 Contribution,,Other
Book Store,,Education
Renters Insurance,Monthly premium,Bills & Utilities
Robinhood,Rental income,Income
COMCAST CABLE $46.47 Maintenance fee,,Bills & Utilities
Tidal,Battle pass,Entertainment
Thrift Store,Consultation,Other
AMC THEATRES CHICAGO $5.09,,Entertainment
HOME DEPOT #4756 $2652.98,,Housing
PG&E ELECTRIC $35.60,,Bills & Utilities
CVS PHARMACY #4617 $1215.83,,Healthcare
LinkedIn Learning,Financial aid,Education
Treehouse,kurs,Education
PAYPAL TRANSFER $4382.57 Bond interest,,Income
Home Warranty,住房,Housing
USPS POSTAGE $46.73 Other expense,,Other
Sweetgreen,Takeout,Food & Drink
Coursera,,Education
UBER *TRIP $576.71,,Transport
STOCK SALE CASH $3263.76,,Income
Massage,Movie,Entertainment
WooCommerce,State refund,Income
Chipotle,Cocktail,Food & Drink
Bank of America,Consulting,Income
MORTGAGE PAYMENT $1247.86 Lease payment,,Housing
EXXON MOBIL #5788,,Transport
State Farm,Subscription,Bills & Utilities
Public Transit,交通,Transport
Xfinity,versicherung,Bills & Utilities
FEDEx SHIPPING $77.72 Shipping,,Other
Genki Sushi,Frappuccino,Food & Drink
FedEx,diversos,Other
UBER EATS *Five Guys PURCHASE,,Food & Drink
DIVIDEND SHOP $2634.10,,Income
UDEMY COURSE $774.49,,Education
KAISER PERMANENTE $292.11,,Healthcare
UBER EATS *Yo! Sushi PURCHASE Iced Coffee,,Food & Drink
LinkedIn Learning,课程,Education
RENT PAYMENT $975.55,,Housing
QUEST DIAGNOSTICS $1337.01,,Healthcare
401k Distribution,,Income
EXXON MOBIL #2712,,Transport
Streaming service,Game purchase,Entertainment
LOWES #8562 $1728.37 Camera system,,Housing
UPS SHIPPING $118.57 Laundry,,Other
UDEMY COURSE $670.92 Enrollment,,Education
SCHOOL PAYMENT $1465.86,,Education
ACH CREDIT Yard Sale,,Income
Photography,,Entertainment
BOOK STORE $1212.51 Registration fee,,Education
Kroger,Seafood,Food & Drink
Disney+,Gallery exhibition,Entertainment
MORTGAGE PAYMENT $2002.47,,Housing
T-Mobile,فواتير,Bills & Utilities
CreativeLive,Test preparation,Education
Dollar Rental,,Transport
METRO TRANSIT $403.12,,Transport
Crunchyroll,Gallery exhibition,Entertainment
Apple Music,Monthly premium,Bills & Utilities
Overtime Pay,,Income
MEDICAL CENTER $1249.12,,Healthcare
Wagamama,Birthday cake,Food & Drink
WAL-MART SUPERCENTER #6709 Home decor,,Shopping
PROPERTY TAX $1297.52 Repair supplies,,Housing
DIRECT DEPOSIT PAYROLL $946.29,,Income
Red Cross,Other expense,Other
GOVERNMENT PAYMENT $145.58,,Other
CHEGG STUDY $202.66,,Education
Hulu,,Entertainment
ONLINE ORDER Ross Stores Purchase,,Shopping
PLURALSIGHT $640.89,,Education
Golden Corral,mittagessen,Food & Drink
Walmart,,Shopping
LYFT RIDES $505.44,,Transport
DEBIT PURCHASE Prada Watch,,Shopping
METRO TRANSIT $243.20,,Transport
Tile,miete,Housing
Paramount+,Wellness subscription,Entertainment
MORTGAGE PAYMENT $1518.69,,Housing
VENMO CASHOUT $3056.05 Freelance payment,,Income
Wish,Accessories,Shopping
STOCK SALE FREE $7658.48,,Income
Steam,Theatre,Entertainment
Veterinarian,Specialist visit,Healthcare
CHEGG STUDY $1877.77 Coding bootcamp,,Education
STATE FARM INS $230.93 Utility bill,,Bills & Utilities
LYFT RIDES $490.42 Gas,,Transport
Late Fee,أخرى,Other
FEDEx SHIPPING $61.73,,Other
QUEST DIAGNOSTICS $299.81 LASIK,,Healthcare
Dior,Toys,Shopping
Cedars-Sinai,Urgent care,Healthcare
SHELL OIL SAO PAULO #4433,,Transport
Costco,杂货,Food & Drink
Lime,самолет,Transport
Airbnb,revenu,Income
SPOTIFY USA $30.94,,Entertainment
Live Nation,jogos,Entertainment
USPS POSTAGE $195.84,,Other
ATM Fee,सामान्य,Other
Google Career Certificates,,Education
Wetherspoons,,Food & Drink
GEICO PAYMENT $86.84,,Bills & Utilities
T-MOBILE AUTOPAY $85.08,,Bills & Utilities
Workshop,Loan payment,Education
Dave & Buster's,Birthday cake,Food & Drink
HOME DEPOT #5384 $966.80 Monthly mortgage,,Housing
WESTERN UNION $195.61 Babysitting,,Other
IRS TREAS 310 TAX REF Monthly salary,,Income
LIVE NATION $167.27 DLC,,Entertainment
Dutch Bros,,Food & Drink
Sushi Zanmai,cena,Food & Drink
Phone plan,Overdue payment,Bills & Utilities
Flight,Checked bag,Transport
Mental Health,Consultation,Healthcare
DEBIT CARD PURCHASE Wagamama Burger,,Food & Drink
Rental Car,Annual pass,Transport
Tiffany & Co,elektronik,Shopping
DELTA AIR LINES $50.28,,Transport
AAA,Parking fee,Transport
Pizza Hut,餐厅,Food & Drink
State Farm,Insurance,Bills & Utilities
FEDEx SHIPPING $138.33 Faxing,,Other
Mercado Libre,Makeup,Shopping
DHL,Penalty,Other
HOME DEPOT.COM $564.47 Home improvement,,Housing
Wine Shop,,Food & Drink
PLURALSIGHT $250.87,,Education
FEDEx SHIPPING $10.70 Top-up,,Other
SeatGeek,Add-on content,Entertainment
FEDEx SHIPPING $188.49,,Other
Refund,付款,Income
Regal Cinemas,Spa treatment,Entertainment
Olive Garden STORE #3737 PURCHASE,,Food & Drink
Realtor.com,zuhause,Housing
Deductible payment,Pet medication,Healthcare
Retail Store,Contribution,Other
Udacity,Voice lesson,Education
Coursera,Yoga class,Education
Michael Kors,Speaker,Shopping
UBER *TRIP $189.11,,Transport
Chipotle,Dinner,Food & Drink
Airline Ticket,Car wash,Transport
DIVIDEND DIRE $6281.54 Royalties,,Income
NETFLIX.COM $144.98,,Entertainment
USPS POSTAGE $198.41,,Other
QUEST DIAGNOSTICS $1451.08,,Healthcare
BANK FEE $43.89 Babysitting,,Other
Rentokil,Paint,Housing
PG&E ELECTRIC $330.53 Broadband,,Bills & Utilities
SCHOOL PAYMENT $1878.86,,Education
Freelancer.com,pago,Income
AUTOPAY VERIZON WIRELESS $161.28 Auto-pay,,Bills & Utilities
Sport Rehab,,Healthcare
DELTA AIR LINES $473.49 Taxi,,Transport
Phone Bill,Mobile plan,Bills & Utilities
Banggood,Skincare,Shopping
Souplantation,Alcohol,Food & Drink
Budget,Bridge toll,Transport
Lab work,薬局,Healthcare
Dick's Sporting Goods,Toddler,Shopping
Rainforest Cafe,ディナー,Food & Drink
Concert ticket,Streaming subscription,Entertainment
KAISER PERMANENTE $1217.35,,Healthcare
Rite Aid,Apparel,Shopping
UNITED AIRLINES $688.60 Flight ticket,,Transport
Thrifty,Car wash,Transport
Home Depot,Repair,Housing
Medical equipment,X-ray,Healthcare
Greyhound,Bus fare,Transport
Ring Doorbell,Monthly mortgage,Housing
Saks Fifth Avenue,casa,Shopping
TARGET T-5231 PURCHASE Monthly box,,Shopping
MetLife,बीमा,Bills & Utilities
Home Insurance,счета,Bills & Utilities
PURCHASE AUTHORIZED Nothing Bundt Cakes $63.76,,Food & Drink
TXU Energy,Interest charge,Bills & Utilities
Commission,Settlement check,Income
DIVIDEND WOOC $7256.56,,Income
GoFundMe,Damage payment,Other
DOORDASH *Sonic PURCHASE,,Food & Drink
Grab,EV charging,Transport
MORTGAGE PAYMENT $1793.21,,Housing
P.F. Chang's,,Food & Drink
Zoo,musique,Entertainment
IKEA,Home decor,Shopping
Sale Proceeds,salario,Income
Travelers,suscripción,Bills & Utilities
POS PURCHASE Thai Basil PHOENIX,,Food & Drink
MAINTENANCE Molly Maid $2885.38 Furniture,,Housing
COURSERA PURCHASE $358.67,,Education
Landscaping,Furniture,Housing
TICKETMASTER $165.64 Streaming subscription,,Entertainment
Specialty Store,T-shirt,Shopping
Caffe Nero,レストラン,Food & Drink
Big Lots,,Shopping
Tiffany & Co,買い物,Shopping
Home Insurance,Wireless service,Bills & Utilities
UNITED AIRLINES $414.00,,Transport
Disney+,DLC,Entertainment
LOWES #5490 $2394.04 Appliance,,Housing
Hawaiian Airlines,,Transport
QUEST DIAGNOSTICS $308.74,,Healthcare
BOOK STORE $1113.25,,Education
MISC PURCHASE $94.38 Childcare,,Other
EXXON MOBIL #8877 Auto payment,,Transport
Zaxby's SUBSCRIPTION RENEWAL Bowl,,Food & Drink
COURSERA PURCHASE $211.61 Cooking class,,Education
Home Security,contas,Bills & Utilities
STOCK SALE UPWO $6347.00 Licensing,,Income
STOCK SALE FREE $852.73 Overtime,,Income
Book Store,bildung,Education
Mosque,기타,Other
Trainline,Checked bag,Transport
CT scan,طبي,Healthcare
FEDEx SHIPPING $62.75 Tax prep,,Other
SAT Prep,Tuition fee,Education
App Academy,Swimming lesson,Education
Garage Sale,Royalties,Income
Greyhound,Business class,Transport
PG&E ELECTRIC $114.61,,Bills & Utilities
Robinhood,,Income
Orkin,Home improvement,Housing
SPOTIFY USA $68.97,,Entertainment
Community Center,Other,Other
Locksmith,租金,Housing
Home Warranty,Mattress,Housing
Remittance,Various,Other
PLURALSIGHT $1177.84,,Education
Public Transit,transporte,Transport
UNITED AIRLINES $97.73,,Transport
Gratuity,salario,Income
XBOX LIVE $16.64 Theme park,,Entertainment
Sports Event,Music streaming,Entertainment
Coursera,Lifetime access,Education
Stock Sale,Online sale,Income
Outback,Morning coffee,Food & Drink
MEDICAL CENTER $616.79 LASIK,,Healthcare
Urgent Care,Flu shot,Healthcare
ADP Payroll,Direct deposit,Income
STOCK SALE INHE $2903.77,,Income
Legal Services,разное,Other
UBER *TRIP $338.19 Supercharger,,Transport
Shell,Uber,Transport
Wheelchair,Vaccination,Healthcare
Rental Income,Bonus,Income
BANK FEE $95.06 Pressing,,Other
At Home,einkaufen,Shopping
Bun Bo Hue,Coffee,Food & Drink
ATM WITHDRAWAL FEE Other,,Other
UNITED AIRLINES $60.26 Parking daily,,Transport
Hardee's,,Food & Drink
Marco's Pizza,almuerzo,Food & Drink
CreativeLive,Coding bootcamp,Education
RECURRING PAYMENT Spectrum Internet,,Bills & Utilities
SKILLSHARE $1380.27 Yoga class,,Education
Frontier,самолет,Transport
Urologist,Dental cleaning,Healthcare
YouTube TV,кино,Entertainment
Restoration Hardware,Toys,Shopping
Snow Removal,住宅,Housing
Barnes & Noble,खरीदारी,Shopping
DENTAL ASSOCIATES $43.63,,Healthcare
Duolingo,Play,Entertainment
Deezer,Premium subscription,Entertainment
IRCTC,транспорт,Transport
METRO TRANSIT $656.10 Flight,,Transport
SPOTIFY USA $20.11 Festival,,Entertainment
Best Buy,Quarterly box,Shopping
Veterinarian,Flu shot,Healthcare
Trust Distribution,返金,Income
Landscaping,Monthly rent,Housing
Interest Payment,Consulting,Income
RECURRING PAYMENT Sprint Monitoring fee,,Bills & Utilities
MEDICAL CENTER $1191.15,,Healthcare
Progressive,suscripción,Bills & Utilities
CVS Pharmacy,здоровье,Healthcare
LIVE NATION $161.41 Battle pass,,Entertainment
PROPERTY TAX $2510.99 Plumber,,Housing
WAL-MART SUPERCENTER #7641,,Shopping
Toptal,Rental property,Income
Mattress Store,,Housing
AMC THEATRES HOUSTON $65.62,,Entertainment
CVS PHARMACY #5189 $666.25 Pet surgery,,Healthcare
Museum,Concert,Entertainment
Crutches,Pet medication,Healthcare
LOWES #5921 $927.24 Rent,,Housing
DEBIT CARD PURCHASE IHOP,,Food & Drink
COMCAST CABLE $82.35,,Bills & Utilities
HOA Dues,فواتير,Bills & Utilities
AMAZON.COM PURCHASE $374.72 Game purchase,,Shopping
Uber,taxi,Transport
Drugstore,Counseling,Healthcare
IRCTC,Train ticket,Transport
Sweet Tomatoes,,Food & Drink
SAT Prep,universität,Education
PG&E ELECTRIC $300.39 monthly charge,,Bills & Utilities
Retail Store,Unknown,Other
Barnes & Noble,Game night,Entertainment
AMC Theatres,Movie ticket,Entertainment
HOME DEPOT.COM $1583.27,,Housing
Airline Ticket,,Transport
USAA,اشتراك,Bills & Utilities
Nightclub,,Entertainment
ER visit,LASIK,Healthcare
T-MOBILE AUTOPAY $204.93 Cable,,Bills & Utilities
COURSERA PURCHASE $106.18,,Education
Health Insurance,Interest charge,Bills & Utilities
Amtrak,تاكسي,Transport
Child Support,Monthly fee,Bills & Utilities
Medical bill,pharmacie,Healthcare
Bank of America,Stock dividend,Income
Remittance,Handling,Other
GCP Training,Textbook,Education
Mount Sinai,аптека,Healthcare
HOME DEPOT #9464 $977.35,,Housing
LabCorp,药房,Healthcare
Refund,IRS refund,Income
HOSPITAL BILL $1045.92,,Healthcare
Cleveland Clinic,Medical,Healthcare
Bolt,Cab fare,Transport
Cox Communications,Service fee,Bills & Utilities
CHEGG STUDY $412.40,,Education
TICKETMASTER $164.32 Premium subscription,,Entertainment
Texas Roadhouse,café,Food & Drink
EA Play,Video games,Entertainment
PURCHASE AUTHORIZED Pad Thai Kitchen $12.40 Date night,,Food & Drink
Walgreens,Pharmacy,Healthcare
IRS TREAS 310 TAX REF Consulting,,Income
Craft supplies,Gallery exhibition,Entertainment
FEDEx SHIPPING $66.94 Filing fee,,Other
Rebate,دخل,Income
POS PURCHASE Lidl SYDNEY Frappuccino,,Food & Drink
FEDEx SHIPPING $24.93,,Other
Crunchyroll,Art show,Entertainment
Tax Return,Gift card redemption,Income
NETFLIX.COM $129.46 E-book,,Entertainment
General Assembly,Language learning,Education
Continuing Education,Diploma,Education
Home Warranty,Camera system,Housing
CVS PHARMACY #4439 $898.89 Follow-up,,Healthcare
QUEST DIAGNOSTICS $1163.07 Pet medication,,Healthcare
Tim Hortons,,Food & Drink
GOVERNMENT PAYMENT $62.83,,Other
Big Lots,홈,Shopping
Test Prep,대학교,Education
T-MOBILE AUTOPAY $219.13 Deductible,,Bills & Utilities
Certification Program,Study material,Education
PROPERTY TAX $1608.04,,Housing
MORTGAGE PAYMENT $2684.06,,Housing
MEDICAL CENTER $1212.13,,Healthcare
UBER EATS *Zaxby's PURCHASE Tea,,Food & Drink
Church,Stamp,Other
Booking.com,Packing,Housing
PG&E ELECTRIC $85.04 Internet,,Bills & Utilities
Books-A-Million,Mouse,Shopping
SKILLSHARE $116.98,,Education
RECURRING PAYMENT OneDrive,,Bills & Utilities
HOME DEPOT.COM $1023.19 Furniture,,Housing
IKEA,商店,Shopping
Trainline,самолет,Transport
Freenow,,Transport
PHARMACY PURCHASE $1259.77,,Healthcare
Rewards,Crowdfunding,Income
Hack Reactor,Art class,Education
DMV,Misc purchase,Other
Wingstop,Espresso,Food & Drink
Clinic,Pet vet visit,Healthcare
HOA DUES $645.31 Pest control,,Housing
Electrician,홈,Housing
PetSmart,Furniture,Shopping
FEDEx SHIPPING $73.03,,Other
PlayStation Store,Video games,Entertainment
STEAM PURCHASE $42.20 Rental,,Entertainment
TICKETMASTER $180.40,,Entertainment
PLAYSTATION STORE $138.77 Training session,,Entertainment
Security System,Vacation rental,Housing
DIVIDEND UPWO $672.21 Shop earnings,,Income
DOORDASH *Denny's PURCHASE Burrito,,Food & Drink
DELTA AIR LINES $149.17 Car wash,,Transport
Apartment,Maintenance,Housing
MAINTENANCE Locksmith $2444.86 Decor,,Housing
Camera equipment,Game purchase,Entertainment
UDEMY COURSE $1867.79,,Education
Home Depot,Repair supplies,Housing
Harvard Extension,جامعة,Education
PayPal,erstattung,Income
State Farm,Wireless service,Bills & Utilities
EXXON MOBIL #4972,,Transport
Electric Bill,구독,Bills & Utilities
DENTAL ASSOCIATES $1346.36,,Healthcare
Plant Store,Misc purchase,Other
COURSERA PURCHASE $493.66 Martial arts,,Education
Pawn Shop,Fine payment,Other
PLURALSIGHT $1040.55 Yoga class,,Education
Gratuity,دفعة,Income
WALGREENS #8907 $1351.65,,Healthcare
UBER *TRIP $308.00 Street parking,,Transport
Waste Management,Software subscription,Bills & Utilities
Pawn Shop,Misc purchase,Other
APPLE STORE PURCHASE $307.17 Subscription box,,Shopping
Postmates Order,café,Food & Drink
Museum,Rental,Entertainment
Convenience Fee,прочее,Other
FEDEx SHIPPING $12.59,,Other
Snapchat,映画,Entertainment
UNIVERSITY TUITION $21.73,,Education
